,embeddings
0,"[ 0.01510728 -0.00461688  0.0238797   0.07634893 -0.00855207  0.02531193
  0.01116865 -0.0184262   0.03459389  0.04428899 -0.03258326  0.02538079
  0.11579037  0.07750573  0.0196794  -0.05679347  0.01199493  0.02790096
 -0.01399868  0.08956952  0.11160385  0.09414165  0.02697827 -0.02492633
 -0.0434627   0.06246731  0.017173   -0.02557359 -0.03156417 -0.05872147
  0.05139506 -0.0690776   0.07976425 -0.01567191  0.03048999  0.04415128
  0.03178451 -0.11898535  0.07420059 -0.01152671  0.09551879  0.05461758
  0.09359079  0.02292947 -0.0094059   0.04651996 -0.05844604  0.11391745
 -0.06582754  0.05078911 -0.09149753  0.02346655  0.09166279  0.0229157
 -0.03244554 -0.09706119 -0.03679732 -0.04687802  0.02684056 -0.05271712
  0.0869254   0.00139952  0.05213872  0.00840059  0.0574545   0.01333077
  0.08714575 -0.05235906 -0.06208171 -0.02115295  0.05348832 -0.08670506
 -0.02050569 -0.05615998 -0.01809569  0.08907375  0.10317572  0.00037871
 -0.05910707  0.03148154 -0.08400586  0.0935357  -0.09772222 -0.02949845
 -0.03778886  0.00071698 -0.03230783  0.00134444 -0.03321674  0.12394307
 -0.05817061 -0.02277798  0.06461565  0.01065222  0.05866639 -0.02430661
 -0.05315781  0.08962461 -0.04315973  0.07612859 -0.00703033 -0.0446195
 -0.12140912 -0.03478669  0.09171787  0.06109016 -0.02111164 -0.11182419
  0.01377834  0.00372862 -0.05767484 -0.0194866  -0.0059355  -0.00747101
 -0.11590054 -0.03867024 -0.05114717  0.00558777 -0.05638032 -0.08472198
  0.03891812  0.06869201  0.03572315  0.00742281  0.02167626 -0.04740134
 -0.01667723 -0.04753905 -0.08984495 -0.07678962  0.07629384  0.06004353
  0.02765308 -0.03894567 -0.12978217  0.01510728 -0.05806044 -0.02208941
  0.04450933 -0.1172226  -0.06020879 -0.03795412  0.0164982  -0.03836726
  0.07117087  0.04073596  0.08973478  0.1439943   0.02443056  0.12184981
  0.05723415  0.06582754 -0.08709066 -0.07337429  0.00345663 -0.01341339
  0.07194207  0.05329552  0.04376568 -0.02772193  0.01685626  0.03806429
 -0.02529816  0.04495002  0.05613244 -0.06852674 -0.01868786 -0.04913654
 -0.14388414 -0.03076542  0.12085826  0.02799736 -0.06566228 -0.01397802
 -0.09050598 -0.02152478  0.03710029 -0.10135788 -0.08494232  0.04395847
  0.08003968  0.03021456  0.03836726  0.04701574 -0.14432482 -0.10416726
 -0.06312834 -0.07073018 -0.0256149  -0.03294131  0.01735203  0.11711243
 -0.05481038 -0.03751343  0.00051471 -0.08395077  0.02947091  0.08775169
 -0.05403918 -0.04660259  0.04908146 -0.01695266 -0.00018107  0.02746028
 -0.05425952  0.05235906 -0.00662751 -0.01473545 -0.01671854 -0.15567249
  0.0103217   0.02058832  0.01863278 -0.06825132  0.02988405 -0.09959514
  0.02444433  0.03726555 -0.05034843 -0.01246316 -0.00774644  0.14201121
  0.06759029 -0.04938443 -0.15919799  0.13518058 -0.06885726 -0.08538301
 -0.08251854 -0.00432424 -0.11821415  0.00698901 -0.14564687  0.01655328
 -0.02350787 -0.06489109  0.0690776   0.03302394 -0.00072687  0.00509888
 -0.06136559 -0.09805274 -0.01911478  0.00311579  0.02174512 -0.0230121
 -0.02410004  0.0819126   0.03346463 -0.04679539  0.00433112  0.05971302
 -0.01516237 -0.04618945 -0.12482444 -0.06241222]"
1,"[-0.04287418  0.0318769  -0.00028507  0.00353906  0.01628476  0.02609953
  0.0168929   0.01743347 -0.07338276 -0.01179125  0.02437646  0.00708235
  0.03905639 -0.03716438  0.0559155  -0.00034076 -0.07561263  0.14946839
 -0.01863287  0.05010434  0.09101895  0.00714147  0.06524038 -0.0056549
  0.04851641  0.00537617  0.02334599  0.01559215  0.04895563 -0.01137737
  0.07595048 -0.09716796 -0.00111493  0.07723434 -0.05868594  0.06240238
 -0.03838067  0.04527297 -0.06959875  0.01429984 -0.00946002  0.02361627
  0.06780811 -0.08122107  0.10601985 -0.00826485 -0.013092   -0.01620874
 -0.00369532  0.08243736 -0.0069641  -0.05665879 -0.01162232  0.09277581
  0.04162411 -0.08439693 -0.16811815 -0.0492597  -0.04409047  0.14771153
  0.07885606  0.01685067  0.05304371  0.06027387  0.02461296 -0.11318243
  0.0008948   0.02155534  0.04679333 -0.0404416  -0.00684162  0.05605064
  0.00731885 -0.0735179  -0.03936046  0.00473846  0.00385792 -0.07385577
  0.04584733  0.14663038 -0.05811158 -0.0535505  -0.01175746 -0.09561381
 -0.05300992 -0.07034204 -0.11176343 -0.01674931 -0.10412784 -0.09122166
 -0.01434207 -0.00897858 -0.07534233  0.08405907  0.01871733  0.09439753
 -0.02462985  0.0504422   0.00228688  0.01402111  0.0318938  -0.06736889
 -0.03990103  0.00849713  0.01339607 -0.02981597  0.01072699 -0.03206272
 -0.1199396  -0.04628655 -0.24582548 -0.05868594  0.03457977  0.04713119
 -0.04645548 -0.01937616  0.03770496 -0.00267541  0.05338157 -0.06838246
 -0.01593845 -0.01748415 -0.03074508  0.04169168 -0.0156935  -0.04064432
 -0.02572789 -0.07230161  0.02839697 -0.11811516  0.07655863 -0.10676313
  0.17001015 -0.09453267 -0.11710159 -0.08527536 -0.10872271  0.09574896
 -0.10007355  0.01671552  0.08311307 -0.08973509 -0.00091961  0.01473906
 -0.03084644  0.05284099 -0.01570195  0.05659122 -0.1273049   0.00096712
 -0.01167299  0.03594809 -0.08270764  0.00525792  0.10966871 -0.04334718
  0.02361627  0.05753722  0.00990769 -0.09264067 -0.05250314 -0.00598853
 -0.04507026 -0.01110708  0.1049387   0.03547509 -0.01991673 -0.04858398
 -0.02180873  0.06267266 -0.06909196 -0.07905877  0.05959816 -0.04773934
  0.00128703 -0.02939365 -0.09905997  0.04273904 -0.15230639  0.04605005
 -0.01888626  0.08966751 -0.12764275 -0.06750403 -0.07513962  0.08324821
  0.01947751  0.01160542 -0.04311068  0.01846394  0.01497556  0.04817855
 -0.01502624  0.04561083  0.02719757  0.02853211  0.05490193  0.0716259
 -0.04648926  0.00248326 -0.0202208  -0.06358488  0.07838306 -0.03148837
 -0.06284159 -0.10899299 -0.05868594  0.0113098   0.1204126  -0.0199843
  0.0944651  -0.03231612 -0.09460025  0.01402955 -0.05530736  0.03273844
 -0.05676015 -0.00275988  0.0454419   0.00471312  0.0423674  -0.08074807
  0.03356619  0.03233301  0.00103944  0.10250612  0.10034383 -0.08196435
 -0.00044449 -0.0183288  -0.03052547 -0.04628655 -0.05844944 -0.05490193
  0.00153514  0.02228174 -0.00846334 -0.11426358 -0.0173659  -0.00616591
 -0.04628655 -0.00661779 -0.07230161 -0.03726574 -0.02790707  0.01450256
 -0.06253752 -0.04061053 -0.08892423 -0.01462081  0.11791245 -0.0026543
  0.08770794 -0.0808832  -0.03601566  0.0086745 ]"
2,"[-1.49402181e-02  1.14846766e-01 -7.87846558e-03  3.27248499e-02
  5.59589304e-02 -6.29150718e-02  4.64963242e-02  7.67710358e-02
  2.13190299e-02  2.41775252e-02 -2.90073976e-02  3.45554128e-02
 -5.20302588e-03 -8.23049713e-03 -1.78920024e-03 -2.49519944e-02
  8.18121247e-03 -1.24703646e-01  4.58485857e-02 -1.03004426e-02
  1.22112699e-01  9.14718732e-02  2.79090591e-02 -2.38149334e-03
 -9.83576104e-03  1.04145005e-01 -6.48301244e-02  6.62945732e-02
  1.68130249e-02  2.97677852e-02  1.10819526e-02 -3.00212484e-02
 -1.12368464e-01 -1.04729377e-03  2.15443298e-02  2.81766038e-02
 -1.50581484e-03 -1.76719818e-02  6.27461001e-02  3.21334377e-02
 -3.73153426e-02  3.90895791e-02  1.96349099e-01  5.72403241e-03
 -1.02652395e-02 -5.91412969e-02 -6.91108257e-02  4.88619767e-02
  4.66652997e-02  6.40979037e-02 -3.90050933e-02 -3.96809950e-02
  4.61302102e-02  5.10304905e-02 -1.23013899e-01 -6.04367703e-02
  7.78975338e-02 -2.04319097e-02 -6.89418539e-02  6.78153560e-02
  1.70777529e-01 -6.43795282e-02  8.09954107e-02  1.10622384e-01
 -1.23802446e-01 -3.72590162e-02  3.38231884e-02 -6.69563981e-03
 -7.24340081e-02  7.94746354e-02  4.49192226e-02  1.07918784e-01
 -6.68578297e-02  1.10256271e-02 -1.86295081e-02 -1.00202255e-01
  4.37223166e-03 -2.93242256e-03 -2.83596590e-02  4.90872748e-02
  4.94252238e-03 -1.34124011e-02  1.06102303e-02  2.80498713e-02
 -3.77377793e-02 -6.81533068e-02 -1.56020373e-01 -8.74164701e-02
  2.13612728e-02 -1.27632543e-01  8.40932876e-02  1.91167206e-01
  4.31168228e-02  1.18507892e-01  1.01666702e-02 -6.28587455e-02
 -1.65173188e-02  2.25722622e-02  4.24972475e-02  2.08261851e-02
 -4.75101732e-02  5.06573357e-03  4.60457243e-02  6.88855276e-02
  2.15724912e-02 -4.47220840e-02 -9.58089009e-02 -6.13942966e-02
  1.12368464e-01 -2.44591497e-02 -2.39944682e-01 -5.68601303e-02
  4.12017703e-02  3.80475670e-02 -1.49486661e-01 -6.34220019e-02
 -7.24340081e-02  6.93854131e-03  4.43559736e-02  6.59355056e-03
  4.81579117e-02  4.79889363e-02 -7.59824812e-02  4.16523702e-02
 -3.27741355e-03 -2.71064267e-02 -4.83268872e-02  6.32336654e-04
 -8.76417682e-02 -1.20197646e-01 -5.58322016e-03 -5.60997427e-02
 -1.97700895e-02 -7.12511837e-02 -3.15701887e-02  6.10563494e-02
 -1.04482956e-01 -4.84395400e-03 -4.70314100e-02  5.48605919e-02
 -3.82165425e-02 -3.82728688e-02 -5.82964197e-02 -4.14552316e-02
  5.28892167e-02 -1.23577148e-01 -1.03145232e-02  3.95683423e-02
 -3.98499705e-03  2.53462698e-02  5.08333519e-02  2.49942373e-02
 -7.18144327e-02 -7.27156326e-02  7.23776817e-02 -7.20397308e-02
  3.31472866e-02  8.75291154e-02 -4.10327949e-02 -8.66279155e-02
 -4.33139578e-02  6.39289245e-02  3.17391604e-02  2.32763253e-02
 -1.13635780e-02 -3.37387025e-02 -4.45531085e-02 -1.31012052e-01
 -4.99884747e-02 -7.46870115e-02 -2.86131222e-02 -1.21436797e-01
 -4.81860749e-02  1.02680556e-01  1.35067448e-01  6.40415773e-02
 -4.13425826e-02 -5.16166212e-04 -1.18775433e-02 -8.40369686e-02
 -3.41611393e-02 -4.99884747e-02  7.42082438e-03 -6.07183985e-02
 -1.27970502e-01 -5.43536656e-02 -3.84136811e-02  2.86553670e-02
 -3.75969671e-02 -7.66583830e-02 -9.79492515e-02  9.05706733e-02
 -7.52643403e-03  4.74890508e-03  2.77260020e-02 -2.26567481e-02
  5.18472046e-02  2.27834806e-02  4.79818974e-03  8.69095400e-02
  1.65736433e-02 -5.27484044e-02  3.97654809e-02  8.88527557e-03
 -4.96786870e-02 -1.22929411e-02  7.94183090e-02  4.57359366e-02
 -3.11195869e-02 -3.84770450e-03  9.90194306e-02  1.19761126e-02
  1.74044389e-02  5.18190414e-02 -1.44332927e-02 -1.43347234e-02
 -1.01314671e-02  3.09787747e-02 -2.54448391e-02  3.47243883e-02
  9.77239534e-02 -3.38302297e-03 -2.16851421e-02 -6.54008545e-05
  8.54732562e-03  1.11692563e-01  1.60667188e-02 -5.05235642e-02
  6.54496998e-02  4.75101732e-02 -7.03006936e-03 -2.31214296e-02
  1.49683803e-02 -3.34007517e-02  5.17345518e-02  1.40953418e-02
 -2.20230930e-02 -3.75406407e-02  1.37925949e-02  3.82447056e-02
  5.13402782e-02  5.75571554e-03 -3.93430442e-02 -3.22179236e-02
  1.01328753e-01  1.04482956e-02 -6.24644719e-02  5.87470196e-02
 -8.58956948e-02 -6.82237092e-03  3.88642810e-02 -5.11713028e-02
  1.39404479e-02  2.31918376e-02  6.07254403e-03  5.88596724e-02]"
3,"[-6.87125772e-02 -2.40582433e-02 -4.39324416e-02  1.46441478e-02
 -4.05881554e-03 -4.00725147e-03  9.61298402e-03 -1.95500851e-02
  6.35709241e-03  2.91888509e-03 -2.78592389e-02 -4.68789525e-02
 -7.36166723e-04 -1.46294152e-02  7.89664313e-02  8.82479269e-03
 -1.95206199e-02  9.96509194e-02 -8.29442125e-03  1.45439669e-01
  5.81935458e-02  6.39981627e-02  7.48413196e-03  3.92180271e-02
 -6.61196485e-02  2.44560204e-02 -2.70047504e-02  6.19871728e-03
 -2.63270531e-02 -4.29600962e-02  2.80949585e-02 -6.98322505e-02
  2.42166175e-03  5.65434992e-02 -4.60760295e-03  5.37737794e-02
  1.22810476e-01 -1.98889319e-02 -1.49829956e-02 -2.88757845e-03
  6.42928183e-02 -5.00611812e-02  6.56482130e-02  4.93245535e-02
 -1.04954638e-01  3.41794975e-02  3.74206603e-02 -4.34020720e-02
 -3.05147795e-03  3.85403335e-02 -2.61355303e-02 -4.69968133e-02
  4.08680737e-02  5.72211966e-02 -3.14981751e-02 -9.08113942e-02
 -2.41761021e-02 -3.43562886e-02  6.91324566e-03 -2.03898400e-02
  4.23707925e-02 -5.91069609e-02  5.78104965e-02 -9.68812034e-02
  3.37669887e-02  7.25577725e-03 -2.05224324e-02  1.03186727e-01
  4.38440479e-02  3.21169421e-02  6.00793101e-02 -2.89052483e-02
 -1.51376880e-03 -2.64154486e-02  3.93064246e-02  8.54487494e-02
  1.00947380e-01 -8.70987922e-02 -6.39981627e-02 -1.17742479e-01
 -4.32842113e-02  1.58875749e-01 -7.82592669e-02 -3.39732431e-02
 -5.86944520e-02 -2.31742896e-02 -1.77615538e-01  2.12885235e-02
 -2.22166739e-02  1.64475030e-04  5.39211072e-02  3.63525492e-03
 -2.42055673e-02 -2.52663102e-02  3.27062458e-02 -9.02368221e-03
  4.85879257e-02  1.68422431e-01  1.26847196e-02  3.50045227e-02
  2.39993129e-02 -2.99659912e-02 -2.26586517e-02 -2.32332200e-02
  5.53943627e-02  4.69968133e-02 -2.09349431e-02 -6.14641681e-02
 -9.36400443e-02 -4.26065139e-02 -1.05485007e-01 -6.92429543e-02
 -5.22415973e-02  1.61468666e-02 -1.36953712e-01  4.38145809e-02
  3.27946395e-02  6.64143041e-02 -2.49716602e-02 -3.78626361e-02
 -1.78558417e-02  2.57672165e-02 -3.24999876e-02 -6.18177503e-02
 -5.35085946e-02 -1.43553898e-01 -2.85369363e-02  3.53286378e-02
 -4.41092327e-02 -1.23871222e-01  1.06604680e-01 -2.33363472e-02
 -7.26609007e-02  4.30484898e-02 -1.13499507e-01 -1.78516988e-04
 -1.97268743e-02  3.96894701e-02 -4.38440479e-02 -1.08608305e-01
  1.04365334e-01 -8.82773995e-02  6.48821220e-02 -5.34202009e-02
  4.86542238e-03  1.49977282e-02  7.70511990e-03  6.35267273e-02
 -1.00181289e-02  3.14392447e-02  1.72076095e-02  7.30144829e-02
 -9.80598032e-02 -3.88349816e-02  8.22075903e-02 -1.16681736e-02
  1.11024439e-01 -5.64551055e-02  1.15134818e-02 -2.19956860e-02
 -4.64369766e-02 -3.15571055e-02  2.77855750e-02  3.70376110e-02
  7.91432187e-02  5.03263660e-02 -1.11378022e-01 -8.51540938e-02
 -9.36400443e-02 -5.95784038e-02  7.24841133e-02  1.13072265e-02
 -1.07076123e-01 -2.98628639e-02 -9.64097604e-02  1.00829519e-01
 -4.82343435e-02 -2.72552036e-02 -6.38803020e-02 -3.30892913e-02
  4.60852345e-04  6.55303523e-02  5.03208430e-04 -1.80915631e-02
 -1.08195797e-01 -7.12465793e-02 -4.59066033e-02  4.21645381e-02
 -2.64596473e-02  2.38667186e-02 -5.79283573e-02  1.27996325e-01
  7.35448524e-02  5.33318035e-02 -2.99954563e-02 -5.64551055e-02
  1.17388904e-01  1.38250187e-01 -4.96118376e-03 -6.08159378e-02
 -1.95942819e-03  1.14471857e-02  1.07665420e-01 -3.38553824e-02
 -1.68098304e-02 -1.30942836e-01 -2.47948691e-02  5.57626737e-03
 -4.06618193e-02 -4.44038846e-02  2.29091048e-02 -2.57082880e-02
  2.79918313e-02  2.29238365e-02  4.87647168e-02  9.91794765e-02
 -1.76698435e-03  2.35904846e-03  1.90970581e-03 -1.17565691e-01
  7.95557350e-03  9.11649764e-02  7.60788545e-02  1.08785093e-01
 -3.93064246e-02  7.91432187e-02 -4.37924825e-03 -2.62239259e-02
 -3.11740600e-02  3.35018039e-02  4.05144915e-02 -1.76790506e-02
 -1.59582898e-01 -5.78988940e-02 -2.29385700e-02 -5.05620874e-02
  4.88531105e-02 -5.67571213e-03 -1.68098304e-02  7.77878240e-02
 -4.08680737e-02 -9.94741321e-02  1.08844027e-01  3.00543867e-02
 -9.32275280e-02 -1.07842209e-02  2.51189852e-03 -1.01536684e-01
 -4.92656231e-02  3.87097569e-03 -2.65038442e-02  1.18213922e-01
 -4.72325310e-02 -6.98322505e-02 -1.23635501e-01 -1.27289176e-01]"
4,"[-0.03938702  0.03621427  0.15408692 -0.04169448 -0.09184965  0.014678
  0.11761627 -0.03598994  0.00329494 -0.01270704  0.03615018  0.01005507
 -0.03387477 -0.03945112 -0.01416523  0.03267296 -0.03281718 -0.0609874
  0.00585277  0.048713    0.01285927  0.07044157 -0.00095693  0.04204701
 -0.05316768  0.11486013 -0.07537697 -0.01680919  0.0715312  -0.07172348
 -0.01568751 -0.08793979  0.06698038  0.02855479  0.02784974  0.04233544
  0.05403297  0.06710857 -0.02065495 -0.05265491 -0.00760339 -0.0228182
  0.04884119 -0.08364535 -0.03039755 -0.04121377 -0.11319363  0.12434635
  0.20651749  0.14729273  0.02651974 -0.03820125  0.00068152  0.05938499
  0.02852274 -0.02759335  0.01303554  0.00361141  0.03441958 -0.04515567
  0.0796073  -0.15677895  0.08140199 -0.03906655 -0.04233544 -0.0357015
  0.00142113  0.00281221 -0.07056976  0.03028539  0.02310663  0.05736597
  0.04682217 -0.04733494  0.03598994  0.00479919  0.13742195 -0.01293138
  0.05355226 -0.03110261 -0.00610916  0.01055181 -0.03464392  0.03938702
  0.0236194  -0.0389704  -0.15613799  0.01818726 -0.04307255 -0.13601182
 -0.04762337  0.05855175  0.08306849 -0.02100748  0.02382771  0.00038508
  0.08012007  0.02852274  0.05012311  0.03240056  0.10011804 -0.01078416
  0.03884221  0.03762439 -0.06297438  0.06710857 -0.06454473 -0.0649934
 -0.02129591 -0.05300744 -0.08749112 -0.11652663 -0.12973042  0.02570252
  0.00746318 -0.00906959  0.02991683  0.03164743  0.13011499 -0.10300236
  0.02541409  0.05460984  0.00215723 -0.03695138 -0.03688728  0.03951522
 -0.13716556 -0.01964544 -0.0698647  -0.02885925 -0.00087181 -0.13755013
  0.12441044 -0.09178555 -0.04239954 -0.00105658  0.0251577   0.04547615
 -0.03166345  0.04259183  0.00665397  0.06755725 -0.06230137  0.02645565
 -0.07371046  0.09640047 -0.03148719  0.00282824  0.00490335 -0.01152928
 -0.06794182  0.01676112  0.01858786  0.02773757  0.05935295  0.01615221
  0.03602199  0.0715953  -0.02240157  0.03932293 -0.02063893 -0.06723677
 -0.05823127  0.03034948 -0.04332893  0.02334699 -0.02743311 -0.02994888
 -0.09486216  0.0182193   0.00630545 -0.10800186  0.0543855  -0.02943611
  0.03502849 -0.01695341 -0.02385976  0.03493235 -0.14485709  0.06140402
  0.01873207  0.00606108  0.01028742 -0.02664793 -0.08499137 -0.10620716
 -0.03836149  0.05134094  0.17293116  0.10428429  0.01884424 -0.0077396
  0.08146609  0.01245066 -0.02461288 -0.08838846  0.02533397 -0.05509056
 -0.06890326 -0.04941806  0.06941603  0.03260887  0.04538001 -0.0665317
 -0.01172958  0.01319578  0.00249774  0.04900143 -0.06903145  0.03647066
  0.09697733  0.06374352  0.11261677  0.06839049 -0.0256224  -0.056052
 -0.01632046 -0.06704447  0.03320176 -0.08646558  0.06839049 -0.00846869
 -0.0287631   0.10607897  0.03384272  0.03467597  0.00283625  0.01751425
  0.04909758 -0.09877202 -0.07717165  0.01598395 -0.03621427 -0.05076408
  0.0138768  -0.00802002 -0.00492738  0.0219529  -0.04009208 -0.09152917
 -0.04163039  0.02462891 -0.04887324  0.00736303 -0.09550312  0.04307255
 -0.03550921 -0.07441552 -0.05973753 -0.05701344 -0.0022033  -0.052046
  0.00675412 -0.10954016 -0.15498427  0.15408692]"
5,"[-0.01990523 -0.05321684 -0.03087286 -0.06621451 -0.00315064 -0.12458137
  0.00163663 -0.04000119  0.00827681 -0.02742589  0.02145841 -0.10926756
 -0.09139237 -0.00079362  0.09324528 -0.02844771  0.00324771  0.06703197
  0.08267276  0.11869564  0.05853035  0.04994699 -0.04689513  0.00472766
 -0.03234429  0.0149187   0.03030063  0.07220924  0.03008264 -0.08937596
  0.00086217 -0.07624205  0.04354353  0.02238486  0.04299856  0.05602347
 -0.00239449 -0.13984068  0.02752126 -0.08795902  0.05449754 -0.08370822
  0.07847645  0.05487902  0.02945592 -0.07820397 -0.00132582  0.01762995
 -0.01539555  0.06964785 -0.02188076 -0.01756183  0.01287504  0.18845248
  0.0132974  -0.0995125   0.00372627 -0.01064746 -0.05054647 -0.06490657
 -0.00317959 -0.03839352 -0.00274702 -0.0387205   0.03981045 -0.02967391
  0.05722241  0.0276575  -0.00975506  0.06910288  0.04332554 -0.06114624
  0.04468798  0.00968694 -0.00164174  0.0841442  -0.04384327 -0.04367978
  0.00205728 -0.05185441 -0.02431953  0.0707378  -0.15063119 -0.02772562
 -0.05141843 -0.02306608 -0.1659995  -0.03776679 -0.04002844  0.02814798
  0.02076356  0.02615882 -0.06746795 -0.05299886  0.1016924   0.049838
  0.07825846  0.17439212  0.01344046 -0.02209875 -0.00497631 -0.0253686
  0.03934722  0.01376744  0.02115867  0.00445858 -0.07062881 -0.09362677
 -0.00607988 -0.04046442 -0.06147322  0.00319322 -0.01425111  0.07171876
 -0.10354532  0.00817463  0.04615941 -0.055315    0.10883158 -0.02133579
  0.05501526  0.16774341 -0.05836686 -0.03931997  0.01394456 -0.04700413
  0.01452359  0.12545332 -0.06092825  0.0270444   0.0115671   0.03199005
 -0.12425438  0.09368127 -0.11226492  0.05070996 -0.09150136  0.07825846
 -0.04874805  0.03607737  0.10627019 -0.05237213  0.08032937 -0.05321684
 -0.01396499  0.02929243 -0.00358321  0.1106845   0.07673253 -0.06457958
 -0.01581791 -0.05005599  0.01173059  0.0048026   0.04441549 -0.03174482
  0.06365313 -0.01326334 -0.07695052  0.12054855  0.00656014 -0.01727572
  0.03836627 -0.03171756 -0.04610492  0.0398377  -0.12316443 -0.12327343
 -0.05348933 -0.07433464  0.02940142  0.07259072 -0.03422445 -0.07504311
 -0.15444602  0.0021254   0.0139105  -0.05019223 -0.07994789  0.03771229
  0.02520511  0.07591507  0.019442   -0.03114534 -0.03564139 -0.07106479
  0.03160857  0.01363801  0.03763055  0.00526582 -0.07324469  0.08027487
  0.11673372  0.0575494  -0.00554172 -0.06828541  0.00454714  0.04820307
 -0.05294436  0.02438765  0.05580548 -0.02959216  0.10943105 -0.12414539
 -0.0841442  -0.08245477 -0.03899299 -0.03956521 -0.04417025  0.00850843
  0.00506827 -0.04182686 -0.03177207 -0.04575068 -0.03179931  0.00377395
  0.0430803   0.07248172 -0.04367978  0.02831147 -0.00046749  0.12403639
  0.10327283  0.00688713 -0.05460653  0.06784943 -0.02096793  0.0021816
 -0.00817463 -0.00419631  0.07428014  0.07389866 -0.09994848 -0.05318959
 -0.02912893  0.01070877  0.02986465 -0.05057371 -0.01389687  0.1129189
 -0.02160827 -0.13602585  0.06937537 -0.00210156 -0.09760509 -0.0192785
 -0.02265735 -0.03403371 -0.01970086 -0.01613127  0.06316265  0.07869444
  0.00118532 -0.06376212 -0.13090308 -0.03719457]"
6,"[-0.0057072  -0.00715777 -0.00050391 -0.02187115 -0.0710918   0.00925968
  0.00497136  0.07430276  0.03751754  0.01365363 -0.0655712  -0.09063923
 -0.02498353  0.02006851  0.06799351  0.03450375 -0.07340144  0.10038478
 -0.02177257  0.13260706  0.06748651  0.0384752  -0.00222866  0.10596171
 -0.00064695  0.02932114 -0.09047023  0.06123359 -0.03475725 -0.05089655
  0.03458825 -0.08258366 -0.01127357  0.01777295 -0.01232981  0.04669977
  0.14500023 -0.06061393 -0.04278465  0.07903471  0.0176462  -0.11852389
  0.03486991  0.00348734 -0.01897002  0.08168234  0.03678522 -0.01020325
  0.00994975  0.10117344  0.00742183 -0.07621808 -0.00775982  0.01307622
  0.04681243  0.0017956  -0.04148899  0.07188046  0.05627631 -0.05760013
 -0.02703967 -0.01873061 -0.02698334 -0.03368692 -0.01030183  0.04593927
  0.01042858  0.08303432  0.00406299 -0.06737385  0.00415805 -0.06799351
  0.01413949  0.02801141  0.07092281 -0.00125868  0.02116699 -0.15683009
  0.00268108 -0.0327011   0.02346255  0.07588007 -0.10494772  0.00284128
 -0.12224185 -0.03292643 -0.08635795  0.03140545 -0.01098487 -0.08855492
  0.01037225 -0.03095479  0.01942068  0.04903757  0.10286342 -0.00994975
  0.10951067  0.109736    0.04937557  0.09238555  0.0352079  -0.08861125
 -0.0463336  -0.00380245  0.05019239  0.02111066 -0.02489903 -0.09142788
 -0.03503891 -0.01632239 -0.14578889 -0.09351219 -0.09632882  0.11818589
 -0.11683391  0.10517305  0.01946293 -0.10962334  0.05982527  0.03148995
 -0.00816823  0.1123273  -0.03779921 -0.05044588 -0.0188151  -0.0298563
 -0.02982814  0.04991072 -0.01628014 -0.08190767  0.10100444 -0.08038669
 -0.03165895  0.02522294 -0.1071447  -0.00422495 -0.0356304   0.09216021
 -0.06230391 -0.02408221  0.05717764 -0.12731178  0.15773141 -0.06607819
  0.00557341  0.00104479 -0.07013415 -0.02311047  0.13260706  0.00068919
  0.03377142  0.00294866 -0.03058863 -0.1071447   0.02277247 -0.00430241
  0.08010502 -0.00860481 -0.10055377  0.04216499 -0.05126271 -0.04084117
  0.01460424  0.0166463   0.00991455  0.00999905 -0.07092281 -0.17981382
 -0.13204372 -0.12257984  0.02865923 -0.06399389 -0.0229978   0.07982336
 -0.06027593 -0.04334797  0.02277247 -0.07323244 -0.02963097  0.00805557
  0.03222227  0.08179501  0.01546331 -0.07897837 -0.08404831 -0.00167678
  0.03954552 -0.02909581  0.05230486  0.02730725 -0.04371414  0.08889292
  0.00619659  0.00851327 -0.05650165 -0.08269633 -0.02171624  0.06219124
  0.04315081 -0.04199599 -0.07757006  0.06100826  0.07542942 -0.02373013
 -0.06641619 -0.10415906 -0.02968731  0.00459111 -0.06157158 -0.01657588
  0.03115195 -0.03056046  0.01985726  0.00475307 -0.00102367  0.05058672
 -0.0659092  -0.01594214 -0.05903662 -0.06996515  0.00405595  0.07520408
  0.06990881  0.14826752  0.0236738   0.04205232 -0.09114622 -0.04084117
 -0.02088533  0.06483888 -0.02680026 -0.01481549 -0.09148422  0.02667351
  0.01880102  0.02954647  0.11841123 -0.09959612  0.02123741  0.04041867
 -0.05954361 -0.04560128  0.08647061  0.03160261  0.01551964 -0.03867236
  0.0178152  -0.04095383 -0.01039337 -0.01035112  0.03123645  0.10906
 -0.05055855 -0.13452236 -0.04799541 -0.05520599]"
