,embeddings
0,"[0.015107282437384129, -0.004616879392415285, 0.023879697546362877, 0.0763489305973053, -0.008552071638405323, 0.025311928242444992, 0.011168647557497025, -0.01842620223760605, 0.034593887627124786, 0.044288989156484604, -0.03258325532078743, 0.025380786508321762, 0.11579036712646484, 0.07750573009252548, 0.01967940479516983, -0.056793466210365295, 0.011994934640824795, 0.02790096215903759, -0.013998680748045444, 0.08956952393054962, 0.11160384863615036, 0.0941416472196579, 0.026978274807333946, -0.024926329031586647, -0.04346270114183426, 0.0624673068523407, 0.017173001542687416, -0.02557358704507351, -0.03156416863203049, -0.05872147157788277, 0.05139505863189697, -0.06907760351896286, 0.07976424694061279, -0.01567191258072853, 0.03048999421298504, 0.04415127635002136, 0.03178451210260391, -0.11898534744977951, 0.0742005854845047, -0.01152670569717884, 0.09551879018545151, 0.05461758002638817, 0.09359078854322433, 0.022929467260837555, -0.009405901655554771, 0.046519964933395386, -0.058446042239665985, 0.11391744762659073, -0.06582754105329514, 0.05078911408782005, -0.0914975255727768, 0.023466553539037704, 0.09166278690099716, 0.02291569672524929, -0.03244554251432419, -0.09706119447946548, -0.03679731860756874, -0.04687802121043205, 0.026840560138225555, -0.052717119455337524, 0.08692540228366852, 0.0013995238114148378, 0.052138715982437134, 0.008400585502386093, 0.05745449662208557, 0.013330765068531036, 0.08714574575424194, -0.05235905945301056, -0.062081705778837204, -0.021152950823307037, 0.053488317877054214, -0.08670505881309509, -0.020505692809820175, -0.05615998059511185, -0.01809568703174591, 0.08907375484704971, 0.10317572206258774, 0.00037871493259444833, -0.05910707265138626, 0.0314815379679203, -0.08400585502386093, 0.09353569895029068, -0.09772222489118576, -0.029498450458049774, -0.037788864225149155, 0.0007169762393459678, -0.03230782598257065, 0.0013444379437714815, -0.03321674093604088, 0.12394306808710098, -0.058170612901449203, -0.0227779820561409, 0.0646156519651413, 0.010652218014001846, 0.05866638571023941, -0.024306612089276314, -0.053157806396484375, 0.08962460607290268, -0.04315973073244095, 0.07612858712673187, -0.007030326407402754, -0.04461950436234474, -0.12140911817550659, -0.034786686301231384, 0.09171786904335022, 0.06109016016125679, -0.021111635491251945, -0.11182419210672379, 0.01377833727747202, 0.003728620707988739, -0.057674840092659, -0.019486604258418083, -0.0059354957193136215, -0.007471012882888317, -0.11590053886175156, -0.038670238107442856, -0.05114717409014702, 0.005587766878306866, -0.05638032406568527, -0.08472197502851486, 0.03891812264919281, 0.06869200617074966, 0.03572314605116844, 0.00742281274870038, 0.021676264703273773, -0.04740133881568909, -0.01667722873389721, -0.04753905162215233, -0.0898449495434761, -0.07678961753845215, 0.07629384100437164, 0.06004353240132332, 0.027653075754642487, -0.03894566744565964, -0.12978217005729675, 0.015107282437384129, -0.05806044116616249, -0.022089408710598946, 0.04450933262705803, -0.11722259968519211, -0.06020878627896309, -0.037954121828079224, 0.016498198732733727, -0.03836726397275925, 0.0711708664894104, 0.04073595628142357, 0.08973477780818939, 0.1439943015575409, 0.02443055622279644, 0.12184980511665344, 0.057234153151512146, 0.06582754105329514, -0.08709066361188889, -0.07337429374456406, 0.003456634469330311, -0.01341339386999607, 0.07194206863641739, 0.05329551920294762, 0.04376567527651787, -0.027721932157874107, 0.016856256872415543, 0.038064293563365936, -0.025298157706856728, 0.04495001956820488, 0.05613243952393532, -0.0685267448425293, -0.018687861040234566, -0.04913654178380966, -0.14388413727283478, -0.03076542355120182, 0.12085825949907303, 0.02799736149609089, -0.06566227972507477, -0.013978024013340473, -0.09050597995519638, -0.021524779498577118, 0.03710029274225235, -0.10135788470506668, -0.08494231849908829, 0.043958473950624466, 0.08003968000411987, 0.030214564874768257, 0.03836726397275925, 0.04701573774218559, -0.14432482421398163, -0.10416726022958755, -0.06312833726406097, -0.07073017954826355, -0.025614900514483452, -0.0329413115978241, 0.01735202968120575, 0.1171124279499054, -0.054810378700494766, -0.03751343488693237, 0.0005147079937160015, -0.08395077288150787, 0.029470907524228096, 0.08775169402360916, -0.05403917655348778, -0.04660259187221527, 0.049081455916166306, -0.01695265807211399, -0.00018107307550963014, 0.02746027521789074, -0.0542595200240612, 0.05235905945301056, -0.006627511233091354, -0.014735453762114048, -0.016718542203307152, -0.15567249059677124, 0.010321702808141708, 0.02058832161128521, 0.01863277517259121, -0.06825131922960281, 0.02988405153155327, -0.09959514439105988, 0.024444326758384705, 0.03726555034518242, -0.0503484271466732, -0.012463164515793324, -0.007746441755443811, 0.14201121032238007, 0.06759028881788254, -0.049384426325559616, -0.15919798612594604, 0.13518057763576508, -0.06885726004838943, -0.08538300544023514, -0.08251854032278061, -0.004324235953390598, -0.11821414530277252, 0.006989012006670237, -0.145646870136261, 0.016553284600377083, -0.023507868871092796, -0.06489108502864838, 0.06907760351896286, 0.03302394226193428, -0.0007268744520843029, 0.005098880268633366, -0.06136558949947357, -0.0980527400970459, -0.019114775583148003, 0.003115791128948331, 0.021745122969150543, -0.02301209606230259, -0.024100041016936302, 0.08191259950399399, 0.03346462920308113, -0.04679539427161217, 0.004331121686846018, 0.05971301719546318, -0.015162368305027485, -0.04618944972753525, -0.12482444196939468, -0.06241222098469734]"
1,"[-0.042874183505773544, 0.031876903027296066, -0.00028506771195679903, 0.0035390628036111593, 0.016284756362438202, 0.02609953097999096, 0.016892900690436363, 0.017433473840355873, -0.07338275760412216, -0.011791245080530643, 0.024376455694437027, 0.0070823486894369125, 0.039056386798620224, -0.03716438263654709, 0.05591550096869469, -0.00034076147130690515, -0.0756126269698143, 0.14946839213371277, -0.01863287016749382, 0.05010434240102768, 0.09101895242929459, 0.007141473703086376, 0.06524038314819336, -0.005654898472130299, 0.0485164113342762, 0.005376165732741356, 0.023345988243818283, 0.015592147596180439, 0.04895562678575516, -0.011377369053661823, 0.07595048099756241, -0.0971679612994194, -0.0011149314232170582, 0.07723434269428253, -0.05868593603372574, 0.06240237504243851, -0.03838067129254341, 0.04527297243475914, -0.06959874927997589, 0.014299840666353703, -0.009460024535655975, 0.023616274818778038, 0.0678081065416336, -0.0812210664153099, 0.10601984709501266, -0.00826485175639391, -0.013091998174786568, -0.016208738088607788, -0.0036953219678252935, 0.08243735879659653, -0.006964098196476698, -0.0566587895154953, -0.011622315272688866, 0.09277580678462982, 0.04162410646677017, -0.08439692854881287, -0.16811814904212952, -0.04925969988107681, -0.04409047216176987, 0.14771153032779694, 0.07885605841875076, 0.01685066893696785, 0.053043708205223083, 0.06027387082576752, 0.02461295574903488, -0.113182432949543, 0.0008947958122007549, 0.0215553417801857, 0.04679333418607712, -0.0404416024684906, -0.006841624621301889, 0.05605064332485199, 0.0073188492096960545, -0.07351790368556976, -0.03936045989394188, 0.0047384584322571754, 0.003857916221022606, -0.07385576516389847, 0.0458473339676857, 0.14663037657737732, -0.05811157822608948, -0.05355049669742584, -0.011757458560168743, -0.09561381489038467, -0.05300992354750633, -0.0703420415520668, -0.11176343262195587, -0.016749311238527298, -0.10412783920764923, -0.09122166037559509, -0.014342072419822216, -0.008978576399385929, -0.0753423348069191, 0.08405907452106476, 0.018717333674430847, 0.09439752995967865, -0.024629849940538406, 0.050442200154066086, 0.002286876318976283, 0.01402110792696476, 0.03189379721879959, -0.06736888736486435, -0.03990103304386139, 0.008497129194438457, 0.013396070338785648, -0.029815969988703728, 0.010726992040872574, -0.032062724232673645, -0.11993959546089172, -0.04628654941916466, -0.24582548439502716, -0.05868593603372574, 0.034579768776893616, 0.047131191939115524, -0.04645547643303871, -0.019376156851649284, 0.0377049557864666, -0.002675413154065609, 0.05338156595826149, -0.06838246434926987, -0.015938451513648033, -0.01748415268957615, -0.03074507974088192, 0.04169167950749397, -0.015693504363298416, -0.040644317865371704, -0.0257278885692358, -0.07230161130428314, 0.0283969659358263, -0.11811516433954239, 0.07655862718820572, -0.10676313191652298, 0.17001014947891235, -0.09453266859054565, -0.11710158735513687, -0.08527535945177078, -0.10872270911931992, 0.09574896097183228, -0.10007354617118835, 0.016715524718165398, 0.08311307430267334, -0.08973509073257446, -0.0009196072933264077, 0.01473905611783266, -0.03084643743932247, 0.05284099280834198, -0.01570195145905018, 0.0565912164747715, -0.12730489671230316, 0.0009671185398474336, -0.011672994121909142, 0.035948093980550766, -0.08270764350891113, 0.005257915239781141, 0.10966870933771133, -0.043347183614969254, 0.023616274818778038, 0.05753722041845322, 0.009907686151564121, -0.09264066815376282, -0.052503135055303574, -0.005988533142954111, -0.045070260763168335, -0.011107082478702068, 0.10493870079517365, 0.03547509014606476, -0.019916730001568794, -0.0485839806497097, -0.02180873416364193, 0.06267265975475311, -0.06909196078777313, -0.07905877381563187, 0.059598155319690704, -0.047739338129758835, 0.0012870278442278504, -0.029393646866083145, -0.09905996918678284, 0.04273903742432594, -0.15230639278888702, 0.046050045639276505, -0.01888626255095005, 0.08966751396656036, -0.12764275074005127, -0.06750403344631195, -0.075139619410038, 0.08324821293354034, 0.019477514550089836, 0.01160542294383049, -0.0431106835603714, 0.018463941290974617, 0.014975556172430515, 0.04817855358123779, -0.015026235021650791, 0.045610830187797546, 0.027197569608688354, 0.028532108291983604, 0.05490192770957947, 0.07162589579820633, -0.04648926109075546, 0.002483256394043565, -0.0202208012342453, -0.06358487904071808, 0.07838305830955505, -0.031488366425037384, -0.06284158676862717, -0.10899299383163452, -0.05868593603372574, 0.011309796944260597, 0.12041259557008743, -0.019984301179647446, 0.09446509927511215, -0.032316118478775024, -0.09460024535655975, 0.014029554091393948, -0.055307358503341675, 0.03273843973875046, -0.05676014721393585, -0.0027598775923252106, 0.04544190317392349, 0.004713119473308325, 0.042367395013570786, -0.0807480663061142, 0.0335661917924881, 0.03233301267027855, 0.0010394413257017732, 0.102506123483181, 0.10034383088350296, -0.08196435123682022, -0.00044449444976635277, -0.018328797072172165, -0.03052547201514244, -0.04628654941916466, -0.058449435979127884, -0.05490192770957947, 0.0015351423062384129, 0.022281736135482788, -0.008463343605399132, -0.11426357924938202, -0.01736590266227722, -0.006165908649563789, -0.04628654941916466, -0.0066177938133478165, -0.07230161130428314, -0.03726574033498764, -0.027907071635127068, 0.014502555131912231, -0.06253752112388611, -0.04061053320765495, -0.08892422914505005, -0.014620805159211159, 0.11791244894266129, -0.0026542970445007086, 0.08770793676376343, -0.0808832049369812, -0.03601566329598427, 0.008674504235386848]"
2,"[-0.014940218068659306, 0.11484676599502563, -0.007878465577960014, 0.03272484987974167, 0.055958930402994156, -0.06291507184505463, 0.046496324241161346, 0.07677103579044342, 0.021319029852747917, 0.02417752519249916, -0.02900739759206772, 0.03455541282892227, -0.005203025881201029, -0.008230497129261494, -0.0017892002360895276, -0.0249519944190979, 0.008181212469935417, -0.12470364570617676, 0.04584858566522598, -0.010300442576408386, 0.1221126988530159, 0.09147187322378159, 0.027909059077501297, -0.0023814933374524117, -0.009835761040449142, 0.10414500534534454, -0.06483012437820435, 0.06629457324743271, 0.016813024878501892, 0.029767785221338272, 0.011081952601671219, -0.030021248385310173, -0.11236846446990967, -0.0010472937719896436, 0.021544329822063446, 0.028176603838801384, -0.0015058148419484496, -0.0176719818264246, 0.06274610012769699, 0.03213343769311905, -0.03731534257531166, 0.03908957913517952, 0.19634909927845, 0.005724032409489155, -0.010265239514410496, -0.05914129689335823, -0.06911082565784454, 0.04886197671294212, 0.04666529968380928, 0.06409790366888046, -0.0390050932765007, -0.03968099504709244, 0.046130210161209106, 0.051030490547418594, -0.12301389873027802, -0.06043677031993866, 0.07789753377437592, -0.02043190971016884, -0.06894185394048691, 0.06781535595655441, 0.17077752947807312, -0.06437952816486359, 0.08099541068077087, 0.11062238365411758, -0.12380244582891464, -0.03725901618599892, 0.03382318839430809, -0.006695639807730913, -0.07243400812149048, 0.07947463542222977, 0.044919222593307495, 0.10791878402233124, -0.06685782968997955, 0.01102562714368105, -0.01862950809299946, -0.10020225495100021, 0.004372231662273407, -0.002932422561571002, -0.028359659016132355, 0.0490872748196125, 0.004942522384226322, -0.01341240108013153, 0.010610230267047882, 0.02804987132549286, -0.037737779319286346, -0.06815330684185028, -0.1560203731060028, -0.08741647005081177, 0.021361272782087326, -0.12763254344463348, 0.08409328758716583, 0.1911672055721283, 0.043116822838783264, 0.11850789189338684, 0.010166670195758343, -0.06285874545574188, -0.016517318785190582, 0.022572262212634087, 0.04249724745750427, 0.0208261851221323, -0.04751017317175865, 0.005065733566880226, 0.04604572430253029, 0.06888552755117416, 0.02157249115407467, -0.04472208395600319, -0.09580890089273453, -0.06139429658651352, 0.11236846446990967, -0.024459149688482285, -0.2399446815252304, -0.05686013028025627, 0.041201770305633545, 0.03804756700992584, -0.14948666095733643, -0.06342200189828873, -0.07243400812149048, 0.006938541308045387, 0.04435597360134125, 0.006593550555408001, 0.048157911747694016, 0.04798893630504608, -0.0759824812412262, 0.0416523702442646, -0.003277413547039032, -0.027106426656246185, -0.04832688719034195, 0.0006323366542346776, -0.08764176815748215, -0.12019764631986618, -0.005583220161497593, -0.05609974265098572, -0.01977008953690529, -0.07125118374824524, -0.0315701887011528, 0.06105634942650795, -0.10448295623064041, -0.004843953996896744, -0.04703141003847122, 0.054860591888427734, -0.038216542452573776, -0.03827286884188652, -0.05829641968011856, -0.0414552316069603, 0.05288921669125557, -0.12357714772224426, -0.010314523242413998, 0.03956834226846695, -0.003984997048974037, 0.025346269831061363, 0.05083335191011429, 0.02499423734843731, -0.07181443274021149, -0.0727156326174736, 0.07237768173217773, -0.07203973084688187, 0.033147286623716354, 0.08752911537885666, -0.04103279486298561, -0.08662791550159454, -0.04331395775079727, 0.06392892450094223, 0.03173916041851044, 0.023276325315237045, -0.011363578028976917, -0.03373870253562927, -0.044553108513355255, -0.13101205229759216, -0.04998847469687462, -0.07468701153993607, -0.028613122180104256, -0.12143679708242416, -0.04818607494235039, 0.10268055647611618, 0.13506744801998138, 0.06404157727956772, -0.04134258255362511, -0.0005161662120372057, -0.011877543292939663, -0.08403696864843369, -0.03416113927960396, -0.04998847469687462, 0.007420824375003576, -0.06071839854121208, -0.12797050178050995, -0.05435366556048393, -0.03841368108987808, 0.028655366972088814, -0.037596967071294785, -0.07665838301181793, -0.09794925153255463, 0.09057067334651947, -0.007526434026658535, 0.004748905077576637, 0.027726002037525177, -0.022656748071312904, 0.05184720456600189, 0.02278348058462143, 0.004798189736902714, 0.08690953999757767, 0.016573643311858177, -0.05274840444326401, 0.039765480905771255, 0.008885275572538376, -0.04967868700623512, -0.012292941100895405, 0.07941830903291702, 0.04573593661189079, -0.031119586899876595, -0.003847704501822591, 0.09901943057775497, 0.011976112611591816, 0.01740443892776966, 0.05181904137134552, -0.014433292672038078, -0.014334723353385925, -0.010131467133760452, 0.030978774651885033, -0.025444839149713516, 0.034724388271570206, 0.09772395342588425, -0.003383022965863347, -0.021685142070055008, -6.54008545097895e-05, 0.008547325618565083, 0.11169256269931793, 0.016066718846559525, -0.05052356421947479, 0.06544969975948334, 0.04751017317175865, -0.00703006936237216, -0.023121429607272148, 0.014968380331993103, -0.033400751650333405, 0.051734551787376404, 0.01409534178674221, -0.022023092955350876, -0.03754064068198204, 0.013792594894766808, 0.03824470564723015, 0.05134027823805809, 0.005755715537816286, -0.03934304416179657, -0.03221792355179787, 0.10132875293493271, 0.010448295623064041, -0.06246447190642357, 0.05874701961874962, -0.08589569479227066, -0.006822370924055576, 0.03886428102850914, -0.051171302795410156, 0.013940447941422462, 0.02319183759391308, 0.006072544027119875, 0.05885967239737511]"
3,"[-0.06871257722377777, -0.02405824325978756, -0.043932441622018814, 0.014644147828221321, -0.004058815538883209, -0.004007251467555761, 0.009612984023988247, -0.019550085067749023, 0.006357092410326004, 0.002918885089457035, -0.027859238907694817, -0.04687895253300667, -0.0007361667230725288, -0.014629415236413479, 0.07896643131971359, 0.008824792690575123, -0.01952061988413334, 0.09965091943740845, -0.008294421248137951, 0.14543966948986053, 0.058193545788526535, 0.06399816274642944, 0.007484131958335638, 0.039218027144670486, -0.06611964851617813, 0.024456020444631577, -0.027004750445485115, 0.0061987172812223434, -0.02632705308496952, -0.04296009615063667, 0.028094958513975143, -0.06983225047588348, 0.0024216617457568645, 0.0565434992313385, -0.004607602953910828, 0.053773779422044754, 0.1228104755282402, -0.01988893188536167, -0.014982995577156544, -0.002887578448280692, 0.06429281830787659, -0.0500611811876297, 0.06564821302890778, 0.049324553459882736, -0.10495463758707047, 0.03417949751019478, 0.03742066025733948, -0.04340207204222679, -0.003051477950066328, 0.03854033350944519, -0.026135530322790146, -0.046996813267469406, 0.04086807370185852, 0.057221196591854095, -0.031498175114393234, -0.09081139415502548, -0.02417610213160515, -0.034356288611888885, 0.006913245655596256, -0.020389840006828308, 0.04237079247832298, -0.05910696089267731, 0.05781049653887749, -0.096881203353405, 0.033766988664865494, 0.00725577725097537, -0.020522432401776314, 0.1031867265701294, 0.04384404793381691, 0.03211694210767746, 0.06007931008934975, -0.028905248269438744, -0.001513768802396953, -0.026415448635816574, 0.03930642455816269, 0.0854487493634224, 0.10094738006591797, -0.08709879219532013, -0.06399816274642944, -0.11774247884750366, -0.04328421130776405, 0.1588757485151291, -0.07825926691293716, -0.033973243087530136, -0.05869445204734802, -0.023174289613962173, -0.17761553823947906, 0.021288523450493813, -0.02221667394042015, 0.00016447503003291786, 0.053921107202768326, 0.0036352549213916063, -0.024205567315220833, -0.025266310200095177, 0.03270624577999115, -0.009023682214319706, 0.04858792573213577, 0.16842243075370789, 0.012684719637036324, 0.035004522651433945, 0.02399931289255619, -0.029965991154313087, -0.02265865169465542, -0.023233219981193542, 0.05539436265826225, 0.046996813267469406, -0.020934943109750748, -0.06146416813135147, -0.0936400443315506, -0.04260651394724846, -0.10548500716686249, -0.06924295425415039, -0.052241597324609756, 0.016146866604685783, -0.1369537115097046, 0.043814580887556076, 0.032794639468193054, 0.06641430407762527, -0.02497166022658348, -0.037862636148929596, -0.017855841666460037, 0.025767216458916664, -0.03249998763203621, -0.061817750334739685, -0.05350859463214874, -0.14355389773845673, -0.02853693626821041, 0.035328637808561325, -0.04410923272371292, -0.12387122213840485, 0.1066046804189682, -0.023336347192525864, -0.0726609006524086, 0.04304848983883858, -0.11349950730800629, -0.00017851698794402182, -0.01972687430679798, 0.03968947008252144, -0.04384404793381691, -0.10860830545425415, 0.10436533391475677, -0.08827739953994751, 0.06488212198019028, -0.05342020094394684, 0.0048654223792254925, 0.014997728168964386, 0.007705119904130697, 0.06352672725915909, -0.010018128901720047, 0.031439244747161865, 0.017207609489560127, 0.07301448285579681, -0.09805980324745178, -0.03883498162031174, 0.082207590341568, -0.011668173596262932, 0.11102443933486938, -0.0564551055431366, 0.011513481847941875, -0.02199568599462509, -0.04643697664141655, -0.0315571054816246, 0.02778557501733303, 0.03703761100769043, 0.0791432186961174, 0.05032636597752571, -0.1113780215382576, -0.08515409380197525, -0.0936400443315506, -0.05957840383052826, 0.07248411327600479, 0.011307226493954659, -0.10707612335681915, -0.029862863942980766, -0.09640976041555405, 0.10082951933145523, -0.04823434352874756, -0.02725520357489586, -0.0638803020119667, -0.0330892913043499, 0.0004608523449860513, 0.06553035229444504, 0.000503208430018276, -0.018091563135385513, -0.10819579660892487, -0.07124657928943634, -0.04590660333633423, 0.04216453805565834, -0.026459647342562675, 0.023866718634963036, -0.057928357273340225, 0.1279963254928589, 0.07354485243558884, 0.053331803530454636, -0.029995456337928772, -0.0564551055431366, 0.11738890409469604, 0.1382501870393753, -0.00496118376031518, -0.06081593781709671, -0.0019594281911849976, 0.011447185650467873, 0.10766541957855225, -0.0338553823530674, -0.01680983044207096, -0.13094283640384674, -0.024794869124889374, 0.005576267372816801, -0.04066181927919388, -0.044403884559869766, 0.022909104824066162, -0.025708287954330444, 0.027991831302642822, 0.02292383648455143, 0.04876471683382988, 0.0991794764995575, -0.0017669843509793282, 0.0023590484634041786, 0.0019097058102488518, -0.11756569147109985, 0.007955573499202728, 0.0911649763584137, 0.0760788545012474, 0.10878509283065796, -0.03930642455816269, 0.0791432186961174, -0.00437924824655056, -0.0262239258736372, -0.031174059957265854, 0.03350180387496948, 0.040514491498470306, -0.01767905056476593, -0.15958289802074432, -0.05789889395236969, -0.022938570007681847, -0.05056208744645119, 0.048853110522031784, -0.005675712134689093, -0.01680983044207096, 0.07778782397508621, -0.04086807370185852, -0.09947413206100464, 0.10884402692317963, 0.03005438670516014, -0.09322752803564072, -0.01078422088176012, 0.002511898521333933, -0.10153668373823166, -0.04926562309265137, 0.0038709756918251514, -0.026503844186663628, 0.11821392178535461, -0.047232531011104584, -0.06983225047588348, -0.12363550066947937, -0.12728917598724365]"
4,"[-0.03938702493906021, 0.03621427342295647, 0.1540869176387787, -0.041694484651088715, -0.09184964746236801, 0.01467799674719572, 0.11761626601219177, -0.03598993644118309, 0.003294937778264284, -0.012707043439149857, 0.03615017607808113, 0.010055068880319595, -0.033874765038490295, -0.03945112228393555, -0.014165228232741356, 0.03267296403646469, -0.03281718119978905, -0.06098739802837372, 0.005852770991623402, 0.04871300235390663, 0.01285927090793848, 0.07044156640768051, -0.000956934061832726, 0.042047012597322464, -0.0531676784157753, 0.11486013233661652, -0.0753769651055336, -0.016809191554784775, 0.07153119891881943, -0.07172348350286484, -0.01568751037120819, -0.0879397913813591, 0.06698037683963776, 0.028554793447256088, 0.02784973569214344, 0.04233544319868088, 0.05403297394514084, 0.06710857152938843, -0.02065495401620865, -0.05265491083264351, -0.00760339479893446, -0.022818196564912796, 0.048841193318367004, -0.08364535123109818, -0.030397554859519005, -0.04121376574039459, -0.11319363117218018, 0.12434634566307068, 0.20651748776435852, 0.14729273319244385, 0.026519743725657463, -0.03820125013589859, 0.0006815213710069656, 0.059384994208812714, 0.02852274477481842, -0.027593351900577545, 0.01303553581237793, 0.0036114121321588755, 0.03441958129405975, -0.04515567049384117, 0.07960730046033859, -0.156778946518898, 0.08140198886394501, -0.03906654566526413, -0.04233544319868088, -0.03570150211453438, 0.001421129796653986, 0.0028122144285589457, -0.07056976109743118, 0.030285386368632317, 0.02310662902891636, 0.05736596882343292, 0.04682216793298721, -0.047334935516119, 0.03598993644118309, 0.004799192305654287, 0.13742195069789886, -0.012931379489600658, 0.053552255034446716, -0.031102610751986504, -0.006109155248850584, 0.010551813058555126, -0.03464391827583313, 0.03938702493906021, 0.02361939661204815, -0.038970403373241425, -0.15613798797130585, 0.018187256529927254, -0.043072547763586044, -0.13601182401180267, -0.047623369842767715, 0.05855174735188484, 0.08306849002838135, -0.021007481962442398, 0.02382770925760269, 0.00038507708813995123, 0.08012007176876068, 0.02852274477481842, 0.05012311413884163, 0.03240055590867996, 0.10011804103851318, -0.010784161277115345, 0.03884220868349075, 0.037624385207891464, -0.06297437846660614, 0.06710857152938843, -0.06454472988843918, -0.06499340385198593, -0.02129591442644596, -0.05300743877887726, -0.08749111741781235, -0.11652662605047226, -0.12973041832447052, 0.025702519342303276, 0.007463184650987387, -0.009069591760635376, 0.029916834086179733, 0.03164742887020111, 0.13011498749256134, -0.10300236195325851, 0.025414086878299713, 0.054609838873147964, 0.0021572329569607973, -0.03695137798786163, -0.0368872806429863, 0.03951521962881088, -0.13716556131839752, -0.019645441323518753, -0.06986469775438309, -0.028859248384833336, -0.0008718065218999982, -0.13755013048648834, 0.12441044300794601, -0.09178555011749268, -0.04239954054355621, -0.0010565833654254675, 0.02515770122408867, 0.04547615349292755, -0.031663451343774796, 0.04259182885289192, 0.006653971970081329, 0.06755724549293518, -0.06230136752128601, 0.026455646380782127, -0.07371046394109726, 0.09640046954154968, -0.03148718923330307, 0.002828238531947136, 0.004903348162770271, -0.011529278010129929, -0.0679418221116066, 0.016761118546128273, 0.018587855622172356, 0.0277375690639019, 0.059352949261665344, 0.01615220680832863, 0.03602198511362076, 0.07159529626369476, -0.02240157127380371, 0.039322931319475174, -0.020638929679989815, -0.0672367662191391, -0.05823126807808876, 0.030349481850862503, -0.04332893341779709, 0.02334698848426342, -0.027433112263679504, -0.0299488827586174, -0.09486216306686401, 0.018219303339719772, 0.006305449642241001, -0.10800185799598694, 0.05438550189137459, -0.02943611331284046, 0.03502849489450455, -0.01695340685546398, -0.02385975606739521, 0.034932348877191544, -0.14485709369182587, 0.0614040233194828, 0.01873207278549671, 0.006061083171516657, 0.010287417098879814, -0.026647934690117836, -0.08499137312173843, -0.10620716214179993, -0.03836148977279663, 0.051340941339731216, 0.17293116450309753, 0.10428428649902344, 0.0188442412763834, -0.007739598862826824, 0.08146608620882034, 0.012450658716261387, -0.02461288496851921, -0.08838845789432526, 0.025333965197205544, -0.055090561509132385, -0.06890325993299484, -0.04941805824637413, 0.06941603124141693, 0.032608866691589355, 0.04538000747561455, -0.066531702876091, -0.011729578487575054, 0.01319577544927597, 0.0024977431166917086, 0.049001432955265045, -0.06903145462274551, 0.03647065535187721, 0.09697733074426651, 0.06374352425336838, 0.11261676996946335, 0.06839048862457275, -0.025622397661209106, -0.05605199933052063, -0.01632045768201351, -0.06704447418451309, 0.033201757818460464, -0.08646558225154877, 0.06839048862457275, -0.008468691259622574, -0.02876310423016548, 0.10607897490262985, 0.03384271636605263, 0.0346759669482708, 0.0028362504672259092, 0.017514247447252274, 0.04909757897257805, -0.09877201914787292, -0.07717165350914001, 0.015983954071998596, -0.03621427342295647, -0.05076407641172409, 0.013876795768737793, -0.00802001915872097, -0.004927384201437235, 0.021952899172902107, -0.04009208455681801, -0.09152916818857193, -0.04163038730621338, 0.024628909304738045, -0.04887324199080467, 0.007363034412264824, -0.09550312161445618, 0.043072547763586044, -0.03550921380519867, -0.07441551983356476, -0.05973752588033676, -0.05701344087719917, -0.0022033019922673702, -0.052045997232198715, 0.006754121743142605, -0.10954015702009201, -0.1549842655658722, 0.1540869176387787]"
