,embeddings
0,"[-0.031563591212034225, -0.05921819806098938, 0.08133020997047424, 0.07637105137109756, 0.05621352791786194, -0.0029700258746743202, -0.018013417720794678, 0.10740955919027328, -0.08588097244501114, -0.007427799515426159, 0.005703033413738012, -0.07987163960933685, 0.011573802679777145, -0.035472575575113297, 0.027042003348469734, -0.011296672746539116, -0.04224037006497383, -0.05536755546927452, -0.016088096424937248, 0.09754958003759384, -0.005320156924426556, 0.07234538346529007, 0.027873393148183823, 0.06009334325790405, 0.002200627001002431, 0.06861142814159393, -0.0922403633594513, -0.027931734919548035, 0.03258459270000458, 0.003542517079040408, 0.03483080118894577, -0.08868143707513809, 0.0729871541261673, 0.009043172933161259, 0.022345388308167458, 0.04746207222342491, 0.021193113178014755, 0.06009334325790405, 0.07164526730775833, -0.025889728218317032, 0.01951575092971325, 0.08996498584747314, 0.062893807888031, -0.07584596425294876, -0.03999416157603264, -0.01716744340956211, -0.053617265075445175, 0.012434362433850765, 0.03197199106216431, 0.04845390468835831, -0.0314469039440155, 0.009145272895693779, 0.0375145822763443, -0.03634772077202797, -0.013214700855314732, 0.03456825762987137, 0.045711781829595566, -0.035764288157224655, 0.06826137006282806, -0.043173857033252716, 0.13558924198150635, -0.09142356365919113, -0.009123394265770912, 0.09509917348623276, -0.0387689583003521, -0.07718785852193832, 0.008882729336619377, -0.010654899291694164, -0.02307467721402645, 0.009458866901695728, 0.07141189277172089, 0.057817962020635605, -0.04629521071910858, -0.0575554184615612, 0.08150523900985718, -0.03786464035511017, -0.011464409530162811, -0.05449241027235985, 0.03914818540215492, -0.03792298212647438, -0.10618434846401215, 0.023585177958011627, -0.00011873722542077303, -0.010735121555626392, -0.07765460014343262, -0.1738622933626175, -0.06656941771507263, 0.002979142125695944, -0.12485412508249283, -0.0065927645191550255, -0.04906650632619858, 0.11295214295387268, -0.020580511540174484, 0.052246201783418655, 0.11225202679634094, -0.04349474236369133, 0.028194278478622437, -0.04979579523205757, 0.008941072039306164, 0.07287047058343887, 0.06703616678714752, -0.11452741175889969, -0.03022170066833496, -0.0446324348449707, 0.09848307073116302, 0.01120186597108841, 0.005404024850577116, -0.027654606848955154, 0.04982496425509453, 0.07036171853542328, -0.27561256289482117, -0.030600929632782936, -0.12998831272125244, 0.11983662843704224, -0.1343057006597519, -0.03453908488154411, 0.03736872225999832, -0.05140022933483124, -0.0032416856847703457, -0.07077012211084366, 0.02438739500939846, -0.015242122113704681, 0.031505245715379715, -0.06598599255084991, -0.133838951587677, 0.01384188886731863, -0.04684947058558464, -0.06114351749420166, -0.06376895308494568, -0.14259041845798492, 0.009400524199008942, -0.008007584139704704, 0.04040256142616272, 0.002946323947981, 0.0033510790672153234, -0.012397898361086845, -0.09457408636808395, -0.054725781083106995, -0.08407233655452728, -0.02768377773463726, 0.03661026433110237, 0.08138855546712875, 0.015431736595928669, -0.0004498796188272536, 0.007336638402193785, -0.051896143704652786, 0.0019763708114624023, -0.06306883692741394, -0.013615809381008148, 0.07281212508678436, -0.07234538346529007, 0.01535880845040083, -0.07969661056995392, -0.06674444675445557, 0.035414230078458786, -0.007219952531158924, 0.02494165487587452, -0.010013125836849213, -0.00011007692955899984, -0.029929984360933304, 0.02294340543448925, 0.03984830528497696, -0.013098014518618584, 0.019428236410021782, 0.08786463737487793, -0.009364059194922447, -0.06330221146345139, 0.025102097541093826, -0.11680278927087784, 0.04396148771047592, 0.1277712732553482, -0.028077593073248863, -0.05303383246064186, 0.031709447503089905, 0.11703615635633469, -0.03736872225999832, 0.005214410368353128, -0.12648773193359375, -0.08430571109056473, -0.018713533878326416, -0.04294048622250557, 0.01607351005077362, -0.012339554727077484, -0.048541419208049774, -0.012427070178091526, -0.0016646001022309065, -0.010210033506155014, -0.006476078648120165, -0.05227537453174591, 0.13220535218715668, 0.005692094098776579, 0.043057169765233994, 0.0019034419674426317, -0.0108955642208457, 0.0019490225240588188, -0.08652274310588837, -0.0025142207741737366, 0.03675612062215805, -0.01944282092154026, -0.020011667162179947, -0.0018688008422031999, -0.06435238569974899, 0.01710909977555275, 0.06201866269111633, 0.025379227474331856, -0.09288213402032852, 0.008394106291234493, 0.10530920326709747, -0.054171521216630936, -0.07578762620687485, 0.08133020997047424, 0.05207117274403572, 0.061318546533584595, 0.051983658224344254, 0.0509626530110836, -0.05344223603606224, -0.06773628294467926, 0.012813592329621315, 0.07549590617418289, -0.058634765446186066, -0.02046382427215576, 0.06382729858160019, 0.022068258374929428, 0.09772460907697678, 0.009735996834933758, 0.14410734176635742, 0.02205367386341095, -0.05542589724063873, 0.11598598212003708, -0.13815633952617645, -0.05633021518588066, 0.0016755395336076617, -0.09206533432006836, -0.015417151153087616, -0.06411901116371155, 0.06581096351146698, 0.08028003573417664, -0.04775378853082657, 0.0770711675286293, -0.06627770513296127, -0.09906650334596634, 0.04016919061541557, 0.017342472448945045, 0.004054842051118612, 0.12310383468866348, 0.012390605174005032, -0.09358225017786026, -0.07310384511947632, -0.028500579297542572, -0.0998833030462265, 0.030396729707717896, -0.04486580565571785, 0.045245036482810974, -0.049708280712366104, 1.9528399207047187e-05, 0.035472575575113297]"
1,"[0.03806692361831665, 0.09841836243867874, 0.10834886878728867, 0.10030988603830338, 0.06998639553785324, -0.05967167392373085, 0.042913954704999924, 0.10444759577512741, 0.03330855816602707, -0.007832092233002186, 0.0670308843255043, 0.013676606118679047, 0.006638806313276291, -0.011748137883841991, 0.10994484275579453, 0.0670899972319603, 0.015095248818397522, -0.05352422222495079, -0.0001506615662947297, 0.09368955343961716, 0.01578240469098091, 0.06525757908821106, 0.0016809443477541208, 0.09605395793914795, 0.025506021454930305, -0.04196819290518761, -0.009760560467839241, 0.012620012275874615, 0.003354499815031886, -0.06661711633205414, 0.06803575903177261, -0.08328617364168167, 0.023555386811494827, 0.03446120396256447, 0.068153977394104, 0.09694061428308487, 0.03786003962159157, 0.0284024178981781, 0.077256940305233, -0.037771373987197876, -0.011009261943399906, 0.005061304662376642, 0.028446748852729797, 0.13548041880130768, 0.052460238337516785, 0.05754370987415314, -0.02058510296046734, 0.11189547181129456, 0.17697572708129883, 0.03555474430322647, -0.0001455817837268114, -0.03629361838102341, 0.03738715499639511, -0.09363044798374176, -0.07518808543682098, 0.042559292167425156, -0.03874668851494789, -0.041672639548778534, -0.016210952773690224, 0.10509780794382095, 0.10101921111345291, 0.02534346841275692, 0.06212474778294563, -0.002794800791889429, -0.0637207180261612, 0.008940407074987888, -0.02580157108604908, -0.06206563487648964, -0.03703249618411064, -0.09386688470840454, 0.050746046006679535, -0.0004026877577416599, 0.018619690090417862, 0.09463531523942947, 0.0032362795900553465, -0.07702049612998962, 0.08145375549793243, -0.05591818317770958, -0.045189693570137024, -0.05464731529355049, 0.0761338472366333, 0.0004978181095793843, -0.0693361833691597, 0.0636024996638298, -0.09150248020887375, -0.12649567425251007, -0.10090099275112152, -0.010499436408281326, -0.05612506717443466, -0.041997745633125305, -0.009590618312358856, -0.1136096715927124, 0.001996814040467143, 0.047435879707336426, 0.11786559969186783, -0.10273340344429016, 0.0409337654709816, 0.08216308057308197, -0.03363366425037384, 0.036441393196582794, 0.0818675309419632, -0.011556030251085758, 0.02101365104317665, 0.0025971513241529465, 0.14351938664913177, 0.024811476469039917, 0.007588262669742107, -0.0017714566783979535, -0.04684477671980858, 0.01728971302509308, -0.2181163728237152, -0.07317834347486496, -0.11260479688644409, 0.03310167416930199, -0.04069732502102852, -0.0038199920672923326, 0.018353695049881935, -0.018132032826542854, 0.04897274076938629, 0.0443325974047184, 0.01683160848915577, 0.07696139067411423, -0.03830336406826973, -0.09640862047672272, -0.02965850755572319, 0.058932799845933914, -0.027678318321704865, 0.009841836988925934, -0.10882174968719482, -0.03797825798392296, 0.02773742750287056, 0.018235474824905396, 0.10356094688177109, -0.0272645466029644, -0.11390522122383118, -0.08949273824691772, -0.04161353036761284, 0.0363527312874794, 0.01566418446600437, 0.005626545287668705, 0.05432220920920372, -0.013174169696867466, 0.02101365104317665, -0.024294262751936913, -0.02308250591158867, -0.022801732644438744, 0.09280290454626083, 0.01907779462635517, 0.05059827119112015, -0.008918240666389465, 0.005925790406763554, -0.0670899972319603, -0.06159275397658348, 0.06437093019485474, 0.11154081672430038, -0.06490292400121689, 0.004074904602020979, 0.03079637698829174, 0.014408093877136707, 0.01222101878374815, 0.01706804893910885, -0.015723293647170067, -0.06111987307667732, 0.015885846689343452, 0.09942323714494705, -0.01426031906157732, 0.004739893600344658, -0.07802537083625793, -0.18501470983028412, 0.019713228568434715, 0.0026765805669128895, -0.08695100247859955, -0.05429265275597572, -0.007440487388521433, 0.06094254180788994, 3.648203346529044e-05, 0.032540127635002136, -0.013979545794427395, -0.17236514389514923, 0.09634950757026672, 0.024264708161354065, 0.022594846785068512, -0.031889915466308594, 0.009243346750736237, -0.0008224620250985026, -0.04504191875457764, -0.06123809516429901, 0.0009074328700080514, 0.030027946457266808, 0.037682708352804184, -0.0465787835419178, -0.01612228713929653, 0.04820431023836136, -0.014127320609986782, 0.05311045050621033, 0.04814520105719566, 0.004581035114824772, 0.08819231390953064, -0.07713872194290161, 0.08647812157869339, -0.06496202945709229, -0.0477018728852272, 0.022816509008407593, -0.04589901491999626, -0.030500827357172966, 0.026407450437545776, -0.05639106407761574, 0.021102316677570343, 0.10823065042495728, -0.10025078058242798, 0.030264386907219887, -0.07376944273710251, 0.031298812478780746, -0.060085445642471313, 0.07891201972961426, -0.01578240469098091, 0.019521120935678482, 0.008962573483586311, -0.032333239912986755, 0.05514974892139435, 0.029407288879156113, -0.015619851648807526, 0.12354017049074173, 0.07702049612998962, 0.17201048135757446, 0.06307050585746765, 0.1182202622294426, -0.07424232363700867, 0.0035835516173392534, -0.1216486468911171, 0.037771373987197876, -0.02989494800567627, -0.06383893638849258, -0.020540770143270493, 0.06147453561425209, -0.01437853928655386, 0.019018683582544327, -0.03599806874990463, 0.033810995519161224, 0.03194902464747429, -0.06460737437009811, 0.02419082075357437, 0.02853541448712349, -0.01863446831703186, -0.07116859406232834, 0.023112060502171516, -0.053228672593832016, 0.013240668922662735, -0.09363044798374176, -0.06951351463794708, 0.06502114236354828, -0.06667622923851013, 0.03239234909415245, 0.0041487920098006725, -0.04105198383331299, 0.010381216183304787]"
2,"[0.02509927563369274, -0.008825274184346199, 0.0404718816280365, 0.11873243004083633, 0.052350714802742004, 0.004975134506821632, -0.053943876177072525, 0.13673235476016998, 0.0045349192805588245, -0.02154960110783577, 0.06663326174020767, -0.04058368131518364, 0.04525136575102806, -0.0212840735912323, 0.0012498977594077587, 0.06255253404378891, -0.07663943618535995, -0.0834592804312706, 0.04547496885061264, 0.034406691789627075, 0.02297506108880043, 0.0775897428393364, 0.0368383564054966, 0.14981304109096527, -0.008678535930812359, 0.02170332707464695, -0.04639732465147972, 0.08435368537902832, 0.04033213108778, 0.04360230267047882, 0.15842171013355255, -0.004695632960647345, -0.06154632940888405, 0.0008551012724637985, -0.11297468841075897, 0.08658970147371292, -0.01911793276667595, -0.004929715767502785, 0.0012926965719088912, -0.006715034134685993, 0.017259245738387108, 0.01882445625960827, 0.05609603971242905, 0.04499981552362442, 0.14019817113876343, -0.1658005565404892, -0.026343058794736862, 0.000493932340759784, 0.13047151267528534, 0.1303597092628479, -0.035776250064373016, 0.07937855273485184, 0.03918617218732834, 0.010425422340631485, -0.07708663493394852, 0.034238990396261215, 0.0474594309926033, 0.030577512457966805, 0.009153689257800579, 0.09262694418430328, 0.04458056017756462, 0.04170168936252594, 0.09978219866752625, 0.0239393413066864, 0.008035681210458279, -0.1281237006187439, -0.080105260014534, 0.003661475609987974, 0.06149042770266533, -0.035356998443603516, 0.10168281197547913, 0.06283203512430191, -0.029599256813526154, -0.04488801211118698, 0.056627094745635986, -0.11431629955768585, -0.017580673098564148, 0.04016442969441414, -0.029627205803990364, -0.02283530868589878, 0.010138933546841145, -0.03857126832008362, 0.08144687116146088, -0.052071213722229004, -0.007686303462833166, -0.051931463181972504, -0.06026061996817589, -0.0431271493434906, -0.05000289902091026, -0.0226815827190876, -0.081223264336586, 0.0837387815117836, -0.05824820697307587, -0.014645902439951897, 0.06585066020488739, -0.006704553030431271, 0.09150893986225128, 0.033819735050201416, -0.01943936012685299, 0.00528608076274395, 0.027936220169067383, -0.06987548619508743, -0.06048422306776047, 0.026077531278133392, -0.001664783456362784, 0.01892228238284588, -0.055117785930633545, -0.06305564194917679, -0.051344506442546844, 0.051400408148765564, -0.29828447103500366, -0.03924207389354706, 0.10509273409843445, 0.02459617145359516, -0.079546257853508, -0.07792514562606812, 0.034183088690042496, 0.0009013937669806182, 0.004136628936976194, -0.004136628936976194, 0.033679984509944916, -0.01853097975254059, 0.001013194560073316, 0.0498351976275444, -0.028732800856232643, 0.004381192848086357, -0.01826545223593712, 0.0002022021944867447, -0.06355874240398407, -0.11616101115942001, 0.04852153733372688, 0.009426203556358814, -0.01191377080976963, 0.05643144249916077, -0.010851663537323475, -0.01160631887614727, -0.08362698554992676, -0.0432669036090374, -0.0761922299861908, -0.008378070779144764, -0.033428434282541275, -0.006917673163115978, 0.028145845979452133, 0.017748374491930008, 0.051875561475753784, 0.0023967293091118336, -0.06842207908630371, 0.017510797828435898, -0.04567061737179756, 0.053077418357133865, 0.02384151704609394, -0.054139528423547745, -0.051260657608509064, -0.001188756781630218, 0.02412101812660694, 0.016085337847471237, -0.06322333961725235, 0.0064739640802145, -0.012486749328672886, -0.06026061996817589, 0.10291261970996857, 0.01118706539273262, -0.07909905165433884, 0.05919851362705231, 0.032142724841833115, 0.029375655576586723, 0.026077531278133392, -0.04142218828201294, -0.1585334986448288, -0.017664523795247078, -0.008357108570635319, -0.07904314994812012, -0.06724816560745239, -0.0389346219599247, 0.14578822255134583, -0.01945333555340767, 0.032701727002859116, 0.025937780737876892, -0.06702456623315811, -0.057801004499197006, -0.026985913515090942, 0.0022307748440653086, 0.00969173014163971, -0.02174525149166584, -0.06747177243232727, 0.05958981439471245, -0.06831027567386627, -0.027461066842079163, 0.0789872482419014, 0.024805797263979912, -0.03541289642453194, 0.07473882287740707, -0.006767441052943468, 0.04153398796916008, 0.055005982518196106, -0.030437761917710304, 0.028313547372817993, 0.04989109933376312, -0.04036008194088936, 0.04128243774175644, 0.014205686748027802, -0.006788403727114201, 0.11839702725410461, -0.08871392160654068, 0.02419089339673519, -0.017021669074892998, 0.03840356692671776, -0.01889433152973652, -0.051819659769535065, 0.0028509199619293213, 0.17172600328922272, -0.026776285842061043, 0.1138690933585167, -0.015819810330867767, -0.051763761788606644, -0.10637844353914261, -0.07378851622343063, -0.08396238833665848, 0.02241605706512928, 0.14970123767852783, 0.017385020852088928, 0.02476387284696102, 0.0459221713244915, 0.02167537622153759, -0.08502449095249176, 0.13572615385055542, -0.014394350349903107, -0.010523248463869095, 0.006086154840886593, -0.033120982348918915, 0.007232112810015678, 0.013416093774139881, -0.005928935017436743, -0.1236516609787941, 0.04175759106874466, -0.03927002474665642, 0.04058368131518364, -0.05841590836644173, 0.11370139569044113, 0.04740352928638458, -0.02371574006974697, -0.004468537401407957, 0.027740567922592163, -0.03974517807364464, -0.012514700181782246, 0.005712321028113365, -0.04430105909705162, 0.052937667816877365, -0.10185050964355469, 0.01231206115335226, 0.14813603460788727, 0.07859595119953156, -0.015135030262172222, 0.029739007353782654, 0.06629785895347595, 0.0036020814441144466]"
3,"[0.03009995073080063, -0.01729116030037403, -0.03563198819756508, 0.11971893906593323, 0.05784524232149124, -0.02150401845574379, -0.05821404233574867, 0.08437064290046692, -0.07926414906978607, -0.03350428119301796, -0.011525075882673264, -0.08533520251512527, -0.00534408912062645, -0.06570357084274292, 0.023773571476340294, 0.06587378680706024, -0.020142285153269768, -0.011149181053042412, 0.0316886380314827, 0.043320100754499435, 0.008198761381208897, 0.1510387808084488, 0.048767026513814926, 0.0397171825170517, 0.015560625120997429, -0.014794650487601757, -0.1236906573176384, 0.04071011394262314, 0.041958365589380264, -0.04678116738796234, 0.022965043783187866, -0.08839910477399826, 0.01998625323176384, 0.0657603070139885, -0.04022783413529396, 0.039461858570575714, 0.031149620190262794, 0.011482521891593933, 0.009978942573070526, -0.009354814887046814, -0.06099424511194229, 0.040114354342222214, 0.11642808467149734, 0.030014842748641968, -0.0030603508930653334, -0.015532256104052067, -0.1163146123290062, 0.0344972126185894, 0.07620025426149368, -0.03608589991927147, 0.0018112099496647716, -0.037986647337675095, -0.04632725939154625, 0.047660619020462036, -0.03497949242591858, -0.033646129071712494, 0.0694483295083046, -0.014248539693653584, 0.012461266480386257, -0.06978876888751984, 0.11994589120149612, -0.09708014130592346, 0.038894470781087875, 0.09367581456899643, 0.020184839144349098, -0.1074066087603569, -0.06598726660013199, -0.03563198819756508, 0.08947714418172836, -0.011688199825584888, 0.15501049160957336, 0.10201641917228699, -0.07319309562444687, -0.047490403056144714, 0.04893724247813225, -0.07563286274671555, 0.04641236737370491, -0.06865398585796356, 0.02883751131594181, -0.04235553741455078, -0.04916419833898544, 0.01573084108531475, 0.037986647337675095, -0.006106516811996698, -0.056511878967285156, -0.17146475613117218, -0.036142636090517044, 0.033163849264383316, -0.12947802245616913, 0.0713774561882019, 0.057731762528419495, 0.08039892464876175, 0.018170611932873726, 0.007468249183148146, 0.10644204914569855, -0.07716481387615204, 0.017503930255770683, -0.042866189032793045, -0.00966687873005867, 0.04828474670648575, 0.07517895102500916, -0.06428509950637817, 0.004730600398033857, 0.005872469395399094, 0.031887225806713104, 0.01716349646449089, 0.05529199168086052, -0.05279548466205597, 0.014752096496522427, -0.035291556268930435, -0.24488480389118195, -0.0594622977077961, -0.0016915265005081892, 0.10014404356479645, -0.13923709094524384, 0.06593052297830582, 0.0755193904042244, 0.0030390736646950245, -0.03435536473989487, -0.02707860805094242, -0.0011046341387555003, -0.00390079477801919, -0.01300737727433443, -0.016454262658953667, -0.03395819291472435, 0.0025301973801106215, -0.11274006217718124, -0.10496684163808823, -0.0752924308180809, -0.07580307871103287, 0.07603003829717636, -0.09327863901853561, -0.07081006467342377, 0.012404527515172958, -0.04235553741455078, 0.02117776870727539, -0.05393026024103165, -0.04956137016415596, 0.012645667418837547, -0.08068262040615082, 0.05991620942950249, -0.0053511811420321465, 0.014780466444790363, -0.015858503058552742, 0.012369065545499325, -0.07200157642364502, -0.03035527653992176, -0.06961854547262192, -0.0070001534186303616, -0.06320706009864807, 0.015106714330613613, 0.03120635822415352, -0.1531948447227478, -0.10048447549343109, 0.030865926295518875, 0.013163409195840359, 0.05574590340256691, 0.017106758430600166, 0.009085305966436863, -0.025461550801992416, -0.015801765024662018, 0.0015807084273546934, 0.01905006356537342, -0.008525010198354721, 0.010645623318850994, 0.03395819291472435, -0.1379888504743576, -0.025872908532619476, -0.08204435557126999, 0.006904406938701868, 0.06349075585603714, -0.057533178478479385, -0.05639839917421341, 0.07495199888944626, 0.0805124044418335, -0.05637003108859062, 0.013340718112885952, -0.06825681775808334, -0.12119414657354355, -0.054497648030519485, -0.05151886120438576, 0.05997294560074806, 0.030752448365092278, -0.05463949590921402, -0.05517851561307907, 0.004219950642436743, -0.10224337875843048, 0.02859637141227722, -0.0826684832572937, 0.04956137016415596, -0.06763269007205963, 0.0850515142083168, -0.019433051347732544, -0.04726344719529152, 0.025504104793071747, -0.11937850713729858, 0.0575048066675663, 0.05279548466205597, -0.05912186577916145, 0.06258293241262436, 0.028000613674521446, -0.10644204914569855, 0.04354705661535263, 0.023191997781395912, 0.04051152616739273, -0.022355100139975548, 0.02875240333378315, 0.010886764153838158, -0.08471107482910156, -0.06451205164194107, 0.08533520251512527, 0.05602959915995598, 0.012234310619533062, -0.02195792831480503, 0.028241753578186035, 0.034468840807676315, -0.06127794086933136, -0.019418865442276, 0.025787800550460815, 0.042497385293245316, -0.026000570505857468, 0.05895164981484413, 0.0514337532222271, 0.08862605690956116, 0.003429153235629201, 0.1460457593202591, 0.014049953781068325, -0.14423011243343353, 0.11778981983661652, -0.07574634253978729, -0.018042949959635735, -0.017050020396709442, -0.09191691130399704, -0.00909239798784256, 0.0212628785520792, 0.018326643854379654, 0.12017285078763962, 0.022582056000828743, -0.03330569714307785, 0.03551850840449333, -0.08153370022773743, 0.001477869343943894, 0.019177725538611412, -0.00934063084423542, 0.128910630941391, -0.0209366288036108, -0.01985859125852585, -0.031149620190262794, -0.037702955305576324, -0.09963338822126389, 0.036596547812223434, -0.00913495197892189, 0.03035527653992176, -0.010475407354533672, -0.049589741975069046, -0.045618023723363876]"
4,"[-0.05781371891498566, 0.06491882354021072, 0.008262261748313904, 0.05460020899772644, -0.015138880349695683, -0.15424853563308716, -0.007477309554815292, 0.07553225010633469, -0.10937730222940445, 0.014939878135919571, -0.0026146629825234413, 0.061263084411621094, -0.052153222262859344, -0.005428327713161707, 0.030395688489079475, 0.05094446986913681, -0.05123928561806679, -0.037972498685121536, -0.07146377116441727, 0.059995368123054504, 0.09935350716114044, 0.008660265244543552, -0.05409901589155197, 0.09310337901115417, 0.1238233670592308, 0.02749173529446125, -0.06444711238145828, 0.013141491450369358, 0.010502874851226807, -0.011542106047272682, 0.03225303813815117, -0.09711289405822754, -0.050118979066610336, -0.021005749702453613, -0.004956619814038277, 0.11969591677188873, 0.06497778743505478, 0.06391644477844238, 0.09074483811855316, -0.07794975489377975, 0.03853265196084976, 0.08803251385688782, 0.08773769438266754, -0.11167687922716141, 0.0568997822701931, 0.0036373112816363573, -0.023172657936811447, 0.0419820174574852, 0.06356266140937805, 0.038237832486629486, -0.04879230260848999, -0.04870385676622391, -0.0023917071521282196, -0.03658685460686684, -0.1580221951007843, -0.08478952199220657, 0.016937267035245895, -0.023983405902981758, 0.0433676578104496, 0.04855644702911377, 0.004389096051454544, -0.07924695312976837, 0.038119908422231674, 0.0624423548579216, -0.08402299880981445, 0.010613431222736835, -0.01232337299734354, 0.0018039147835224867, -0.047200288623571396, -0.00674763647839427, 0.09210100024938583, 0.009721607901155949, 0.08125171065330505, -0.029422789812088013, 0.043691959232091904, -0.03599721938371658, -0.03060206025838852, 0.028361447155475616, -0.015197844244539738, -0.11757323145866394, -0.15648914873600006, 0.038739025592803955, -0.025884980335831642, -0.004425948020070791, -0.0652136355638504, -0.09180618077516556, -0.0745888352394104, -0.053686272352933884, 0.009367827326059341, -0.05916987732052803, 0.010819803923368454, -0.0378250889480114, 0.063503697514534, -0.030307242646813393, 0.06668772548437119, 0.12405921518802643, -0.0577547550201416, -0.04652220755815506, 0.008394929580390453, 0.005513087846338749, -0.026282982900738716, 0.0035285972990095615, -0.0010631857439875603, -0.03767767921090126, 0.05350938066840172, 0.025383789092302322, 0.031191695481538773, 0.13762082159519196, 0.06922315806150436, -0.02510371245443821, -0.18196138739585876, 0.0582854263484478, -0.02053404040634632, 0.05660496652126312, -0.01336260512471199, 0.010849284939467907, 0.022361909970641136, -0.13219618797302246, -0.006202223710715771, -0.06432918459177017, -0.0008273316780105233, 0.030189314857125282, -0.007856886833906174, -0.08178238570690155, -0.01922210305929184, 0.013141491450369358, -0.05654600262641907, 0.13620570302009583, -0.06993071734905243, -0.09422368556261063, -0.06373955309391022, -0.03794301673769951, 0.008969823829829693, -0.08484848588705063, -0.07995451241731644, -0.025884980335831642, -0.09988418221473694, -0.15342304110527039, -0.062147535383701324, -0.006272242870181799, 0.03906332328915596, -0.10855181515216827, 0.032076146453619, -0.05916987732052803, -0.05919935926795006, -0.041274454444646835, -0.09935350716114044, -0.007510476745665073, 0.01692252606153488, 0.11279718577861786, -0.03517173230648041, -0.00822540931403637, -0.1316065490245819, 0.025693347677588463, -0.0158759243786335, -0.06421125680208206, 0.08667635172605515, -0.04071430116891861, -0.018617726862430573, -0.03599721938371658, -0.06975382566452026, 0.10312717407941818, -0.015087286941707134, 0.039004359394311905, 0.009810053743422031, -0.048497483134269714, -0.044458482414484024, -0.0695769414305687, -0.12512056529521942, -0.04516604542732239, 0.036351002752780914, -0.022730432450771332, 0.010989323258399963, 0.09687703847885132, 0.04062585532665253, 0.09339819103479385, 0.02921641804277897, -0.0033203824423253536, -0.005524143576622009, -0.057843200862407684, 0.00830648373812437, 0.044193148612976074, 0.003231937298551202, -0.048615410923957825, -0.061381012201309204, -0.0856739729642868, 0.06668772548437119, -0.015138880349695683, 0.01263293158262968, 0.09587465971708298, -0.09646429866552353, 0.027093730866909027, -0.001879461808130145, -0.005686293356120586, -0.03316697105765343, 0.020077073946595192, 0.04643376171588898, 0.06940004974603653, -0.0751195102930069, -0.00016076768224593252, -0.11468402296304703, -0.06273717433214188, -0.0031858719885349274, -0.004610209260135889, -0.06645186990499496, 0.038237832486629486, -0.008291742764413357, 0.09947143495082855, -0.07329163700342178, -0.1391538828611374, 0.09145239740610123, 0.045844126492738724, -0.03017457388341427, 0.06256028264760971, -0.039387620985507965, -0.02472045086324215, 0.014018573798239231, 0.004636005498468876, 0.11061553657054901, 0.0657443106174469, -0.03130962327122688, -0.01633289083838463, 0.024676227942109108, 0.051121361553668976, 0.03882746770977974, 0.08496641367673874, 0.06379851698875427, -0.1237054392695427, 0.09221892803907394, -0.044812265783548355, -0.07399920374155045, 0.024425633251667023, -0.06662876158952713, -0.11438920348882675, -0.040272075682878494, 0.017910165712237358, 0.027388548478484154, 0.0033996147103607655, 0.10188893973827362, -0.0662749782204628, -0.07411713153123856, 0.005339882802218199, 0.04118600860238075, 0.0007411896949633956, 0.0762987807393074, -0.035702403634786606, -0.09723082184791565, -0.005159306805580854, 0.025560680776834488, 0.020769895985722542, 0.050001055002212524, -0.005428327713161707, 0.02833196520805359, -0.02603238821029663, 0.06845663487911224, -0.00647861510515213]"
